vendorID	passengerCount	tripDistance	month_num	day_of_month	day_of_week	day_of_hour
2	1	0.64	7	25	5	9
2	1	1.89	12	10	3	19
2	1	7.26	3	6	4	16
2	1	2.69	4	18	5	18
2	1	1.26	1	23	4	18
2	5	3.52	8	26	2	23
2	1	1.53	1	2	4	15
2	1	2.75	11	14	5	19
1	1	3.1	3	20	4	1
2	2	0.99	2	19	3	21
2	1	5.79	9	23	2	11
1	2	1	2	1	6	20
2	1	6.37	8	21	4	19
2	1	2	7	3	4	3
2	1	0.93	6	9	1	15
1	2	5.7	4	24	4	21
2	2	1.38	9	13	6	17
2	3	1.3	1	6	1	9
2	1	4.7	4	4	5	1
2	1	13.53	3	7	5	5
2	1	18.7	8	3	0	16
1	4	0.9	6	10	2	16
2	5	1.11	6	26	4	19
2	1	0.9	12	27	6	14
2	1	9.47	8	20	3	0
2	1	0.77	10	30	4	23
2	5	1.33	12	19	5	16
2	1	3.64	5	11	0	7
2	1	5.63	10	26	0	19
2	1	3.21	9	9	2	15
1	1	0.6	2	1	6	4
2	1	0.88	3	22	6	4
2	1	1.48	8	10	0	20
2	1	0.28	1	9	4	21
1	1	3.7	7	23	3	15
2	1	3	2	26	3	6
1	1	11.1	10	16	4	13
1	2	11	4	10	4	0
1	1	4.8	9	25	4	18
2	1	1.86	10	17	5	18
2	1	1.35	2	17	1	17
2	1	6.73	11	21	5	20
2	2	2.97	3	14	5	16
1	2	0.8	8	1	5	10
2	1	1.25	11	8	6	23
2	1	3.58	3	12	3	22
1	1	1	5	1	4	17
2	1	1.06	6	4	3	8
1	1	0.9	8	9	6	9
1	1	1.8	6	13	5	9
2	1	1.03	8	20	3	23
1	1	1.1	12	21	0	17
2	1	2.07	3	1	6	13
2	1	2.54	9	20	6	0
2	1	1.27	8	2	6	13
2	1	1.73	1	12	0	15
2	1	0.89	12	5	5	22
2	6	0.72	2	7	5	18
2	1	0.82	12	27	6	3
1	2	1.1	8	22	5	10
2	1	0.72	1	24	5	10
2	1	3.9	6	26	4	14
2	1	8.16	7	8	2	16
2	1	8.99	10	19	0	10
2	1	2.77	3	27	4	20
2	1	0.76	9	7	0	23
2	1	0.71	4	11	5	0
1	1	4.9	5	23	5	22
2	1	3.77	2	20	4	20
2	3	1.92	5	23	5	15
2	1	1.45	3	15	6	19
2	5	8.5	6	23	1	7
1	1	0.6	3	10	1	12
2	1	8.63	12	13	6	21
2	1	1.29	5	14	3	23
2	1	0.69	4	9	3	22
2	1	0.71	8	10	0	17
2	1	2.44	5	14	3	22
1	1	2.4	8	13	3	8
2	1	1.1	8	4	1	16
1	2	7.7	12	13	6	4
2	1	4.19	12	27	6	19
1	1	0.6	4	8	2	8
1	1	3.2	11	8	6	15
2	1	4.58	9	7	0	20
2	1	4.45	5	7	3	16
2	1	5.37	2	10	1	18
2	1	1.3	4	25	5	15
2	1	10.26	12	4	4	10
1	1	0.9	11	6	4	18
2	1	1.06	12	5	5	10
2	1	0.82	12	10	3	9
2	1	4.99	12	7	0	15
2	1	2.9	7	7	1	18
2	1	0.52	3	5	3	23
1	1	0.9	10	10	5	17
2	5	0.88	7	17	4	23
2	6	9.43	5	7	3	10
2	5	1.02	8	9	6	1
1	1	5.6	5	15	4	11
2	1	4.08	12	13	6	16
1	1	5.3	1	5	0	4
2	6	5.4	6	4	3	22
2	6	2.53	10	21	2	17
2	1	0.42	7	23	3	19
1	1	1.3	4	26	6	19
2	1	1.91	7	9	3	10
2	1	0.58	8	9	6	3
2	1	0.63	2	2	0	15
1	1	5.1	7	25	5	21
1	3	1.9	6	1	0	18
2	1	4.45	8	19	2	14
2	3	5.53	12	5	5	0
1	1	1.2	11	12	3	18
2	1	0.51	2	8	6	22
1	2	4.7	11	16	0	17
2	1	13.33	12	21	0	15
2	1	1.13	5	16	5	3
2	1	1.05	3	25	2	9
2	2	3.09	5	30	5	15
2	1	1.39	6	14	6	22
2	1	1.78	5	1	4	23
2	1	9.6	5	10	6	9
2	6	2.68	12	15	1	23
2	1	0.57	12	30	2	6
2	1	1.79	2	26	3	18
1	1	1	2	22	6	3
2	1	5.09	4	21	1	19
2	1	4.36	12	3	3	9
1	1	0.6	9	2	2	20
2	5	0.75	6	13	5	0
1	1	0.9	3	11	2	8
2	1	1.75	8	28	4	10
2	2	5.31	11	5	3	14
1	1	7.8	7	23	3	18
2	1	1.71	7	20	0	9
2	1	8.26	1	28	2	13
2	1	1.27	5	14	3	12
2	5	0.42	11	19	3	10
1	1	4.8	6	23	1	1
2	1	0.85	7	21	1	15
2	1	0.62	1	6	1	9
2	1	0.96	2	25	2	19
2	1	1.27	6	29	0	11
2	1	3.08	10	30	4	8
2	1	1.41	12	8	1	18
2	1	0.77	11	13	4	15
1	1	5.1	10	2	4	18
2	5	7.41	9	14	0	9
2	1	3.44	10	18	6	16
1	1	0.7	11	25	2	16
1	3	3.6	5	4	0	20
2	1	1.56	3	2	0	20
2	6	1.87	1	14	2	19
2	1	10.47	8	2	6	15
2	1	0.73	9	13	6	17
2	1	0.6	4	18	5	4
1	1	1.4	6	29	0	8
2	1	1.55	5	23	5	23
2	1	1.53	5	2	5	1
2	1	8.56	12	11	4	23
2	1	1.81	5	30	5	8
2	1	2.04	4	12	6	11
2	1	1.44	12	6	6	19
2	1	0.5	7	17	4	19
1	1	1.8	9	29	1	15
1	1	0.8	4	19	6	19
2	2	1.12	1	8	3	17
2	1	1.95	2	27	4	16
2	1	3.29	1	17	5	1
2	1	1.45	8	30	6	3
2	1	0.72	12	25	4	5
2	1	16.11	9	27	6	14
2	1	0.9	1	1	3	0
2	1	4.83	3	1	6	3
2	5	3.07	2	8	6	0
1	1	2.5	11	1	6	12
2	1	2.57	8	22	5	3
1	1	3.6	9	16	2	11
2	2	6.71	10	27	1	19
2	1	1.78	8	30	6	14
1	1	4.8	6	27	5	14
2	1	1.63	5	25	0	12
2	1	9.36	11	18	2	10
2	1	3.82	2	22	6	20
2	1	2.55	1	1	3	6
1	1	1.6	8	13	3	5
1	1	0.7	8	11	1	11
2	1	1.08	10	3	5	17
2	5	0.56	12	21	0	8
2	1	0.95	9	27	6	0
1	1	2.8	1	18	6	20
2	1	5	9	25	4	4
2	1	1.76	2	21	5	8
2	1	2.33	8	3	0	0
2	1	0.57	12	29	1	17
1	1	2.7	10	29	3	11
1	1	4.3	10	8	3	23
1	1	13.4	9	23	2	23
2	1	1.35	4	13	0	0
1	1	0.7	5	24	6	0
2	1	0.79	8	27	3	4
2	1	3.67	11	7	5	12
2	5	6.33	4	20	0	23
2	1	1.51	6	2	1	16
2	1	2.8	8	20	3	15
1	1	2	4	28	1	0
1	1	2.1	3	21	5	21
2	1	0.91	11	1	6	2
2	1	11.42	9	21	0	21
2	1	1.82	1	17	5	22
2	1	2.3	4	14	1	20
1	1	2	9	15	1	19
2	1	1.8	5	26	1	20
1	3	5.5	7	12	6	3
2	1	5.83	10	5	0	12
2	1	6.26	2	12	3	5
2	1	0.92	12	9	2	17
2	1	1.04	2	26	3	14
2	1	9	5	14	3	21
2	1	1.38	3	20	4	17
2	1	0.45	6	23	1	9
2	1	9.15	1	7	2	21
2	5	2.5	12	13	6	5
1	1	6.2	9	11	4	20
2	3	1.29	4	15	2	1
2	1	16.73	5	21	3	13
2	1	1.06	10	22	3	1
2	1	1.78	3	25	2	12
2	1	1.23	9	19	5	14
2	1	1.3	5	12	1	18
2	1	3.71	11	14	5	9
2	2	1.07	7	13	0	15
2	1	4.47	9	14	0	3
2	1	1.02	12	3	3	18
2	1	1.12	3	17	1	22
2	1	11.21	10	22	3	23
2	1	1.36	5	23	5	11
2	1	4.23	2	15	6	6
2	2	6.85	8	3	0	1
2	1	1.08	12	9	2	8
2	1	3.73	11	27	4	1
2	1	1.05	2	5	3	10
1	1	1.2	6	10	2	18
2	1	4.29	8	13	3	0
2	1	4.36	4	23	3	22
2	2	2.16	2	7	5	17
2	1	4.12	1	1	3	2
1	1	0.9	2	13	4	19
1	1	2.2	5	28	3	20
1	1	0.9	5	11	0	8
2	1	0.92	7	13	0	12
2	1	8.08	5	7	3	0
2	1	0.68	12	27	6	14
2	1	4.6	7	25	5	23
2	1	1.34	2	19	3	10
2	1	0.91	5	21	3	7
2	1	1.15	11	17	1	9
2	1	1.56	9	27	6	15
2	1	0.68	10	26	0	13
2	1	1.47	9	29	1	11
2	1	9.24	11	12	3	18
2	6	0.5	3	4	2	23
1	1	5.7	1	3	5	4
2	1	7.19	4	17	4	11
2	1	3.54	12	27	6	13
2	1	1.71	7	25	5	10
2	1	0.75	12	4	4	6
2	1	5.55	1	12	0	10
2	1	3.21	4	11	5	0
1	1	2.5	1	1	3	4
2	1	0.78	12	10	3	8
1	1	0.5	11	8	6	15
2	1	2.54	12	13	6	19
2	6	2.26	10	24	5	21
2	1	1.67	2	18	2	22
2	1	6.46	2	27	4	19
2	1	3.28	6	27	5	1
2	1	3.17	11	23	0	20
2	1	2.16	12	5	5	14
2	5	18.52	11	26	3	18
2	5	0.37	11	23	0	13
2	1	0.69	11	22	6	12
2	6	2.98	8	9	6	18
2	1	1.32	11	2	0	12
2	1	0.43	5	4	0	2
2	1	2.45	6	20	5	22
2	5	1.99	3	24	1	3
1	1	5.7	7	18	5	9
2	1	5.17	7	27	0	18
1	1	0.6	6	28	6	22
2	1	1.79	2	16	0	7
2	1	1.54	10	23	4	15
2	1	4.76	7	1	2	14
2	1	1.06	1	10	5	18
2	2	0.38	3	22	6	15
2	1	0.95	1	13	1	22
1	1	0.8	1	3	5	20
2	6	0.83	1	10	5	18
2	1	0.35	7	6	0	17
2	1	2.22	6	27	5	17
2	1	1.2	5	14	3	17
2	1	0.77	9	9	2	18
2	1	6.43	4	25	5	13
2	1	3.09	12	3	3	22
1	1	0.5	2	24	1	22
1	1	8.9	9	24	3	6
1	1	0.9	2	14	5	9
2	1	6.77	8	15	5	14
1	1	2.4	3	4	2	23
1	1	7.7	9	5	5	0
1	1	0.3	5	16	5	0
2	1	1.5	10	20	1	18
1	1	1.4	4	25	5	19
2	1	7.48	7	18	5	18
2	1	0.43	9	26	5	13
1	1	1.4	6	1	0	19
1	1	1.6	1	1	3	10
2	1	1.15	1	15	3	1
1	2	2.8	3	17	1	17
2	1	1.57	8	7	4	14
2	1	1.21	4	11	5	2
2	1	3.59	4	14	1	15
2	1	1.39	3	5	3	18
1	1	8.7	6	7	6	1
2	1	2.29	3	7	5	4
2	1	0.93	3	10	1	9
2	1	2.74	12	24	3	10
1	2	3.6	2	24	1	8
2	1	3.19	12	20	6	1
2	2	1.1	2	24	1	18
1	1	1.1	2	17	1	21
2	1	3.8	3	5	3	1
2	1	0.54	2	27	4	9
2	1	1.1	6	22	0	10
2	1	5.06	9	1	1	12
2	1	8.48	4	3	4	7
2	1	1.21	3	26	3	16
2	1	0.66	4	7	1	2
2	1	3.97	11	6	4	5
1	1	7.6	12	16	2	9
2	5	3.94	1	15	3	16
2	1	0.7	12	13	6	21
2	1	1.48	3	7	5	16
2	1	2.54	12	11	4	21
2	1	0.44	12	15	1	21
2	1	5.79	5	1	4	15
2	1	5.6	5	26	1	7
2	1	6.77	9	15	1	15
2	5	0.77	7	25	5	21
2	2	7.13	8	15	5	18
1	1	3.6	7	5	6	2
2	1	1.63	6	22	0	19
1	1	3.9	4	6	0	5
2	1	1.46	8	21	4	17
2	1	0.73	1	7	2	21
1	1	2.5	4	27	0	22
1	1	6.2	4	23	3	8
2	1	2.54	4	9	3	21
2	1	0.95	2	23	0	14
2	1	10.01	11	20	4	15
2	1	2.09	11	18	2	9
2	1	3.12	2	21	5	3
2	1	1.27	3	14	5	19
2	1	3.57	3	12	3	17
2	1	0.62	2	5	3	17
2	2	0.92	3	22	6	1
2	1	0.82	9	24	3	21
2	1	0.87	12	25	4	20
2	1	7.94	3	22	6	9
1	1	0.8	5	22	4	18
1	1	1.7	6	20	5	16
2	3	4.16	5	16	5	12
2	1	1.6	4	25	5	21
2	1	1.84	1	18	6	2
2	2	9.42	5	14	3	18
2	1	1.63	9	1	1	22
1	1	5	6	6	5	11
2	1	2.57	6	2	1	19
2	1	9.29	1	24	5	1
2	1	1.37	10	24	5	17
2	1	4.54	2	14	5	23
1	1	1.7	12	14	0	11
2	1	2.91	7	28	1	21
2	3	2.01	7	11	5	15
2	1	0.65	9	19	5	5
2	1	1.32	2	22	6	21
2	1	0.78	11	7	5	2
2	1	0.96	4	17	4	9
1	1	2.5	4	20	0	7
2	1	1.28	11	9	0	0
1	1	1.2	4	17	4	17
2	2	6.13	7	29	2	1
2	1	2.44	11	9	0	16
1	1	0.7	11	24	1	22
2	1	0.69	1	15	3	15
1	1	5	7	1	2	23
2	1	3.48	1	16	4	14
1	1	5.8	11	14	5	16
2	1	1.5	8	25	1	23
2	1	1.41	9	6	6	13
2	1	2.93	8	15	5	3
2	1	2.74	7	11	5	13
2	1	1.69	3	23	0	10
2	1	4.89	6	16	1	18
1	1	3.9	9	12	5	0
2	1	2.56	1	7	2	20
1	1	7.6	6	12	4	21
2	1	4.94	11	21	5	1
2	1	17.89	5	27	2	19
2	1	1.38	3	5	3	8
2	1	1.56	1	20	1	16
2	1	12.12	7	14	1	22
2	1	1.31	11	28	5	20
2	1	3.44	5	2	5	23
2	1	1.43	8	20	3	22
2	1	3.81	11	14	5	17
2	1	1.95	8	23	6	0
2	1	1.11	7	4	5	13
2	1	0.72	10	29	3	21
2	1	0.46	12	2	2	9
2	5	1.23	10	4	6	15
2	1	2.43	4	14	1	8
1	1	1.2	6	14	6	10
2	2	0.97	12	5	5	9
2	1	4.74	5	10	6	23
2	1	1.52	1	18	6	13
2	1	2.46	2	14	5	14
2	1	4.04	2	21	5	21
1	1	2.2	9	2	2	16
2	3	0.53	12	7	0	10
1	1	2.1	2	22	6	22
2	1	2.12	2	25	2	20
1	1	1.3	4	7	1	18
2	1	2.89	9	11	4	19
2	1	6.68	11	28	5	21
2	1	6.31	11	13	4	8
2	1	1.93	9	28	0	3
2	1	0.52	8	18	1	15
2	1	0.66	7	12	6	1
2	1	10.63	8	8	5	23
1	1	1.2	8	28	4	20
1	1	2.7	2	19	3	14
1	2	0.9	6	19	4	13
2	1	10.89	7	25	5	3
2	2	5.56	4	17	4	23
2	1	5.31	12	24	3	14
2	1	1.02	7	23	3	17
2	1	18.23	1	2	4	4
2	1	7.03	9	11	4	1
2	1	0.99	5	19	1	7
2	5	11.34	7	10	4	22
2	1	10.25	7	27	0	12
1	1	1.9	3	30	0	14
2	2	2.25	1	19	0	21
1	3	6.8	8	1	5	21
2	1	2.56	4	8	2	1
2	5	6.51	12	11	4	23
2	2	0.43	6	27	5	19
2	1	1.54	3	10	1	1
2	1	1.6	10	12	0	15
2	2	3.02	5	23	5	10
2	1	2.6	9	13	6	15
2	1	0.66	1	5	0	13
1	1	1.5	6	6	5	7
1	1	4.3	7	28	1	20
2	2	1.91	8	11	1	1
1	1	7.2	7	8	2	19
2	1	2.56	12	29	1	13
1	2	1	9	25	4	21
2	1	0.87	9	14	0	10
1	1	1	4	18	5	21
2	1	1.44	7	2	3	2
2	5	0.56	5	5	1	17
1	1	1.8	4	27	0	20
1	1	1.1	2	16	0	21
2	1	4.7	2	21	5	18
2	1	3.79	12	14	0	19
1	4	13.3	10	1	3	23
1	1	2.8	12	24	3	11
1	1	7.5	12	12	5	18
2	1	1.62	7	14	1	22
2	1	6.37	10	24	5	9
2	1	0.74	10	2	4	0
2	2	1.67	11	16	0	20
2	1	1.6	4	12	6	0
2	1	2.18	9	7	0	15
2	1	2.7	4	4	5	0
1	1	1.2	8	25	1	15
2	1	2.41	12	16	2	19
2	1	0.98	2	15	6	4
2	1	2.37	7	6	0	8
2	5	0.99	2	18	2	20
1	1	1.1	10	27	1	9
2	1	3.19	8	5	2	0
2	1	1.71	7	2	3	11
2	1	1.12	12	3	3	13
2	1	1.69	7	24	4	23
1	1	0.9	2	19	3	21
2	1	0.65	3	16	0	17
1	1	0.4	9	11	4	0
2	1	1.31	4	9	3	15
2	1	0.39	10	30	4	21
2	1	3.02	10	4	6	12
2	2	0.57	2	13	4	0
1	1	6.6	6	17	2	0
2	1	8.96	12	1	1	8
1	1	0.4	12	3	3	13
2	1	1.16	2	27	4	9
2	2	3.71	5	14	3	14
2	5	4.39	7	19	6	22
2	1	1.67	4	4	5	23
2	1	0.43	5	25	0	0
2	1	1.13	9	15	1	15
1	2	0.7	1	14	2	15
2	1	1.78	2	25	2	11
2	2	1.8	12	10	3	22
2	1	0.31	3	19	3	0
2	1	2.8	7	20	0	19
2	1	10.63	6	21	6	11
2	1	0.35	5	15	4	17
2	1	2.56	12	7	0	22
2	1	4.4	11	25	2	9
1	1	0.9	5	29	4	2
2	1	4.43	9	20	6	14
2	1	2.54	12	18	4	0
1	2	1.9	11	13	4	21
2	6	7.57	7	27	0	18
2	2	2.31	9	16	2	16
2	1	1.37	11	21	5	0
1	1	2.4	4	23	3	7
2	1	5.06	8	8	5	0
2	1	4.34	8	24	0	3
2	1	8.82	4	26	6	18
2	1	1.49	5	8	4	21
2	6	2.05	9	5	5	18
2	1	0.66	10	17	5	19
2	1	2.7	7	20	0	18
2	1	0.85	3	3	1	10
2	1	1.45	8	3	0	18
2	5	7.79	1	27	1	18
2	1	0.97	8	2	6	13
1	1	5.2	9	11	4	19
2	1	2.77	5	15	4	14
2	1	2.73	9	26	5	23
2	1	5.11	1	5	0	7
2	1	1.36	2	6	4	7
2	1	0.63	10	27	1	22
2	5	18.1	5	21	3	4
1	1	0.9	6	4	3	9
2	1	7.38	6	13	5	22
2	2	2.57	10	22	3	19
2	2	1.07	6	13	5	0
2	1	4.76	3	17	1	5
2	1	1.44	6	7	6	1
2	1	2.14	3	21	5	16
2	1	1.42	6	9	1	11
2	2	0.81	6	11	3	18
2	1	1.71	10	17	5	18
2	1	0.75	4	17	4	19
2	1	0.78	7	30	3	21
1	1	1.4	8	21	4	10
2	1	1.15	5	19	1	23
1	1	6.4	7	22	2	15
2	1	1	3	15	6	1
2	2	4.04	9	2	2	16
2	1	2.32	12	27	6	21
1	1	4	3	28	5	21
2	1	2.68	4	19	6	18
2	5	1.29	7	23	3	23
2	1	0.34	11	2	0	10
2	2	2.9	4	11	5	20
2	1	0.77	9	25	4	20
2	1	1.85	11	16	0	9
1	4	7.1	4	26	6	16
2	1	0.78	11	7	5	19
2	1	0.67	1	15	3	22
2	1	4.29	10	18	6	1
2	1	0.3	1	8	3	21
1	1	1.4	8	9	6	0
2	1	2.44	10	14	2	18
1	2	1	2	16	0	18
2	1	1.14	2	13	4	11
2	1	10.31	7	15	2	4
2	1	3.08	3	14	5	4
1	1	2.1	6	20	5	5
1	4	12.3	8	24	0	22
2	1	0.62	9	15	1	19
2	1	8.69	7	14	1	23
2	1	1.2	6	4	3	9
2	2	1.23	7	11	5	18
2	1	11.92	5	20	2	9
2	1	1.02	11	21	5	15
2	6	1.62	5	18	0	19
2	2	2.49	7	26	6	17
1	1	2	7	9	3	13
1	1	1.6	2	27	4	2
1	1	3.5	7	22	2	9
2	4	2.46	4	25	5	17
2	1	3.07	4	26	6	19
2	1	1.12	6	29	0	22
2	1	2.52	8	18	1	11
1	1	1.4	9	2	2	3
2	1	3.53	8	15	5	9
2	1	1.33	10	30	4	15
2	1	2.34	8	30	6	18
2	1	1.59	1	23	4	23
1	2	2	9	14	0	3
2	1	2.74	12	24	3	13
2	2	1.48	1	1	3	20
1	1	0.7	11	22	6	3
2	1	5.15	2	5	3	8
2	1	2.59	6	12	4	14
2	1	2.08	9	28	0	11
2	1	4.51	4	8	2	8
1	1	2.7	12	28	0	0
2	1	13.66	2	18	2	16
1	1	1.9	11	9	0	21
1	1	1.8	10	4	6	8
2	1	2.45	8	1	5	22
1	2	9.6	8	7	4	23
2	1	6.56	3	20	4	10
2	1	5.97	8	8	5	16
2	1	1.5	10	23	4	9
2	1	2.19	12	1	1	16
1	1	1.2	6	11	3	9
2	2	1.37	5	24	6	17
2	5	0.56	3	12	3	13
2	1	6.14	12	13	6	9
2	1	1.82	6	9	1	14
1	1	0.9	1	9	4	15
2	1	1.2	12	28	0	19
2	1	2.71	3	13	4	8
2	1	2.01	11	24	1	20
2	1	1.58	7	5	6	16
1	2	2.3	11	13	4	18
2	1	1.09	5	3	6	19
2	1	1.18	9	13	6	18
2	1	1.11	5	15	4	15
2	1	3.14	1	9	4	19
2	1	1.22	12	20	6	11
2	1	4.59	4	8	2	12
1	1	0.9	1	1	3	5
2	1	0.7	11	27	4	20
2	5	1.16	6	9	1	8
2	1	2.78	10	30	4	17
2	3	5.39	5	3	6	22
2	1	11.33	6	19	4	13
2	1	0.57	7	3	4	14
2	1	5.81	9	5	5	19
2	2	0.9	6	14	6	15
2	1	0.84	1	26	0	13
1	1	1	5	14	3	16
2	1	1.64	7	12	6	21
2	1	2.58	9	24	3	15
2	1	1.43	12	30	2	10
2	1	9.47	3	9	0	8
2	1	3.47	8	22	5	4
2	2	2.7	11	14	5	2
2	2	5.98	9	24	3	7
2	1	2.4	11	23	0	17
2	1	1.88	10	13	1	11
2	1	2.85	7	2	3	17
2	1	4.46	4	18	5	11
1	1	3.3	5	29	4	22
2	5	2.14	11	26	3	0
2	1	2.74	5	2	5	4
2	2	1	10	14	2	18
2	1	1.15	6	17	2	18
1	1	1.2	1	1	3	18
1	1	1.2	6	27	5	4
2	1	1.25	9	13	6	14
2	1	5.72	2	10	1	16
2	1	1.68	12	23	2	19
2	1	0.74	10	15	3	23
1	1	5.3	8	23	6	9
2	3	3.36	4	27	0	17
2	2	2.28	1	3	5	20
2	1	1.93	3	1	6	3
2	1	9.51	10	6	1	17
2	1	1	9	9	2	16
2	1	1.2	10	21	2	8
2	1	1.7	11	11	2	11
2	1	13.75	4	28	1	7
2	1	2.03	4	19	6	23
2	1	9.13	8	23	6	15
2	1	7.08	6	22	0	16
2	1	3.36	12	6	6	5
2	1	0.9	12	4	4	17
2	1	0.42	12	2	2	17
2	6	0.87	1	20	1	14
2	5	2.93	11	21	5	15
1	1	1.8	9	10	3	18
1	1	1.8	3	25	2	18
2	1	6.76	1	8	3	14
2	2	2.17	4	20	0	11
2	1	1.46	11	3	1	9
2	1	2.28	9	3	3	11
2	1	20.42	9	7	0	16
2	1	1.91	9	4	4	23
2	1	2.02	2	5	3	18
2	3	0.91	7	18	5	23
2	1	0.43	9	16	2	9
2	1	1.31	11	21	5	10
2	1	3.61	5	6	2	20
2	5	0.46	12	29	1	15
2	1	2.08	12	22	1	21
1	1	0.7	6	21	6	17
2	1	6.46	2	14	5	17
2	1	1.59	1	20	1	14
2	1	3.09	3	13	4	21
2	1	1.72	2	11	2	19
2	1	1.92	1	10	5	10
1	1	1	12	2	2	18
2	1	0.95	6	21	6	23
2	1	1.52	2	13	4	21
1	1	0.8	12	18	4	15
1	1	1.9	2	15	6	0
2	1	4.88	8	1	5	18
2	1	6.43	3	25	2	20
2	1	2.49	1	13	1	20
2	1	2.94	4	16	3	17
1	1	0.5	9	16	2	16
1	1	3.1	5	16	5	22
2	1	4.87	4	9	3	8
2	1	0.8	2	11	2	17
1	1	5.9	5	22	4	2
2	1	0.97	4	11	5	21
2	1	3.55	3	30	0	23
2	1	0.94	5	9	5	1
2	1	1.61	6	18	3	23
1	4	3.5	1	3	5	12
2	1	1.59	3	22	6	2
2	1	0.99	11	3	1	15
2	1	4.12	12	18	4	3
2	6	5.39	1	16	4	19
2	1	3.45	10	30	4	20
1	1	0.7	10	9	4	10
2	5	7.03	8	14	4	20
1	1	4.5	9	16	2	22
2	1	5.42	4	25	5	19
2	1	0.39	5	1	4	0
2	1	0.97	2	15	6	20
1	1	2.2	2	22	6	10
2	2	1.14	1	28	2	19
2	1	4.3	6	5	4	23
1	1	4.2	9	23	2	10
2	1	0.93	2	13	4	16
2	1	1.26	1	16	4	22
2	1	2.17	5	30	5	14
1	1	6.4	10	13	1	23
2	1	5.08	3	13	4	19
2	1	0.37	5	19	1	8
2	1	1.48	3	28	5	8
2	1	2.27	3	23	0	15
1	1	15.2	3	21	5	19
2	1	0.61	2	18	2	1
2	1	1.6	2	15	6	19
2	1	3.3	6	25	3	17
1	1	3.9	7	23	3	7
2	1	4.42	12	16	2	18
1	1	2.1	8	17	0	11
2	1	2.47	1	23	4	19
2	1	0.87	10	4	6	0
2	1	2.62	1	3	5	12
2	1	1.73	11	24	1	16
2	1	5.57	9	15	1	8
2	5	9.43	8	30	6	4
2	1	6.31	3	11	2	17
2	1	3.1	6	17	2	19
2	3	1.45	4	15	2	21
2	1	1.6	12	17	3	9
2	1	9.07	10	9	4	18
1	1	2.7	5	25	0	23
1	1	2.1	3	11	2	17
2	1	3.63	9	18	4	22
1	1	0.3	12	10	3	18
2	1	1.33	4	19	6	8
2	2	1.72	5	5	1	18
2	1	6.53	5	15	4	8
2	1	0.52	3	3	1	16
2	1	2.79	4	18	5	16
1	1	0.6	7	20	0	17
2	1	2.97	3	22	6	1
2	1	1.04	8	24	0	10
1	1	2.4	5	16	5	15
1	1	2.5	2	10	1	15
1	1	0.9	9	20	6	22
2	1	1.41	7	28	1	12
2	5	0.71	3	22	6	14
2	1	5.52	1	12	0	6
2	1	7.42	8	8	5	22
2	1	1.76	5	27	2	19
2	1	1.38	6	23	1	17
2	1	1.16	7	20	0	17
2	1	1.47	4	4	5	17
1	1	4	3	8	6	19
2	1	1.64	7	3	4	18
1	2	2.2	8	2	6	22
2	1	7.87	9	13	6	1
1	1	0.9	6	1	0	13
2	1	3.41	8	15	5	4
1	1	1.5	12	1	1	16
2	2	1.55	5	16	5	12
2	1	0.63	3	8	6	16
2	1	6.39	3	30	0	20
1	1	0.6	9	3	3	20
2	2	1.78	9	14	0	6
1	1	1.9	9	10	3	19
1	3	7.5	5	30	5	19
2	1	3.09	10	25	6	13
2	1	2.63	10	15	3	20
1	1	2.6	2	13	4	12
2	1	1.96	5	17	6	4
2	1	2.84	6	18	3	10
2	1	5.9	6	3	2	0
1	1	1.6	10	9	4	13
2	1	5.24	1	17	5	9
2	1	1.07	10	7	2	15
2	1	3.54	2	13	4	19
2	1	2.66	4	4	5	19
2	1	2.39	10	12	0	23
1	2	2.6	1	29	3	10
2	1	4.38	7	12	6	16
2	1	1.4	12	7	0	14
1	1	2.7	6	19	4	14
1	2	2.7	1	10	5	14
1	1	5.2	3	19	3	9
2	1	1.11	4	11	5	0
2	1	1.25	5	8	4	15
2	1	4.13	4	16	3	11
2	1	0.75	4	29	2	20
2	1	4.47	8	15	5	15
2	1	0.73	2	21	5	3
1	1	0.7	2	15	6	20
2	1	3.59	8	26	2	16
2	5	6.22	4	19	6	16
1	1	0.3	8	11	1	17
2	1	5.65	12	18	4	8
1	1	4.5	2	6	4	9
2	1	1.7	10	3	5	12
2	1	1.04	9	3	3	14
1	1	3.3	2	2	0	19
2	1	0.55	1	28	2	8
2	1	0.6	7	18	5	3
2	1	1.08	8	6	3	14
1	1	9.1	9	2	2	9
2	5	0.59	1	30	4	19
2	1	1.3	7	10	4	9
2	1	0.8	8	12	2	18
2	1	4.33	4	16	3	21
1	1	2.4	4	2	3	15
1	1	7.6	1	1	3	1
1	1	5.3	12	13	6	19
2	3	1.07	12	30	2	23
2	1	0.73	10	10	5	14
2	1	0.68	2	24	1	16
1	1	3.5	10	11	6	16
2	1	4.87	6	3	2	1
1	1	3.4	7	19	6	6
2	1	3.07	8	9	6	15
2	1	2.81	12	24	3	16
1	1	1.6	11	26	3	16
2	1	6.21	11	27	4	14
1	1	4.1	11	11	2	16
2	1	0.35	3	19	3	17
2	1	0.85	4	9	3	16
2	1	1.19	8	12	2	9
2	1	2.29	10	20	1	19
2	1	2.12	5	8	4	19
1	1	3.7	11	23	0	13
2	1	2.42	11	25	2	8
2	1	3.27	4	3	4	22
1	1	1.9	3	23	0	17
2	1	2.47	10	16	4	5
